brand_slug,brand_name,model_slug,model_name,model_url,model_source
tata,Tata,tl,Tl,https://www.carwale.com/tata-cars/tl/,carwale
tata,Tata,estate,Estate,https://www.carwale.com/tata-cars/estate/,carwale
tata,Tata,sumo-gold,Sumo Gold,https://www.carwale.com/tata-cars/sumo-gold/,carwale
tata,Tata,bolt,Bolt,https://www.carwale.com/tata-cars/bolt/,carwale
tesla,Tesla,model-y,Model Y,https://www.carwale.com/tesla-cars/model-y/,carwale
tesla,Tesla,model-3,Model 3,https://www.carwale.com/tesla-cars/model-3/,carwale
tesla,Tesla,model-s,Model S,https://www.carwale.com/tesla-cars/model-s/,carwale
toyota,Toyota,hyryder,Hyryder,https://www.carwale.com/toyota-cars/hyryder/,carwale
toyota,Toyota,innova-crysta,Innova Crysta,https://www.carwale.com/toyota-cars/innova-crysta/,carwale
toyota,Toyota,innova-hycross,Innova Hycross,https://www.carwale.com/toyota-cars/innova-hycross/,carwale
toyota,Toyota,fortuner,Fortuner,https://www.carwale.com/toyota-cars/fortuner/,carwale
toyota,Toyota,taisor,Taisor,https://www.carwale.com/toyota-cars/taisor/,carwale
toyota,Toyota,glanza,Glanza,https://www.carwale.com/toyota-cars/glanza/,carwale
toyota,Toyota,rumion,Rumion,https://www.carwale.com/toyota-cars/rumion/,carwale
toyota,Toyota,hilux,Hilux,https://www.carwale.com/toyota-cars/hilux/,carwale
toyota,Toyota,camry,Camry,https://www.carwale.com/toyota-cars/camry/,carwale
toyota,Toyota,fortuner-legender,Fortuner Legender,https://www.carwale.com/toyota-cars/fortuner-legender/,carwale
toyota,Toyota,urban-cruiser-ebella,Urban Cruiser Ebella,https://www.carwale.com/toyota-cars/urban-cruiser-ebella/,carwale
toyota,Toyota,land-cruiser,Land Cruiser,https://www.carwale.com/toyota-cars/land-cruiser/,carwale
toyota,Toyota,vellfire,Vellfire,https://www.carwale.com/toyota-cars/vellfire/,carwale
toyota,Toyota,urban-cruiser-hyryder-7-seater,Urban Cruiser Hyryder 7 Seater,https://www.carwale.com/toyota-cars/urban-cruiser-hyryder-7-seater/,carwale
toyota,Toyota,bz4x,Bz4X,https://www.carwale.com/toyota-cars/bz4x/,carwale
toyota,Toyota,new-rumion,New Rumion,https://www.carwale.com/toyota-cars/new-rumion/,carwale
toyota,Toyota,new-land-cruiser-fj,New Land Cruiser Fj,https://www.carwale.com/toyota-cars/new-land-cruiser-fj/,carwale
toyota,Toyota,urban-cruiser,Urban Cruiser,https://www.carwale.com/toyota-cars/urban-cruiser/,carwale
toyota,Toyota,ventury,Ventury,https://www.carwale.com/toyota-cars/ventury/,carwale
toyota,Toyota,prius,Prius,https://www.carwale.com/toyota-cars/prius/,carwale
toyota,Toyota,platinum-etios,Platinum Etios,https://www.carwale.com/toyota-cars/platinum-etios/,carwale
toyota,Toyota,etios-liva,Etios Liva,https://www.carwale.com/toyota-cars/etios-liva/,carwale
toyota,Toyota,corolla-altis,Corolla Altis,https://www.carwale.com/toyota-cars/corolla-altis/,carwale
toyota,Toyota,new-toyota-rumion,New Toyota Rumion,https://www.carwale.com/toyota-cars/new-toyota-rumion/,carwale
toyota,Toyota,hiace,Hiace,https://www.carwale.com/toyota-cars/hiace/,carwale
toyota,Toyota,belta,Belta,https://www.carwale.com/toyota-cars/belta/,carwale
toyota,Toyota,tundra,Tundra,https://www.carwale.com/toyota-cars/tundra/,carwale
toyota,Toyota,rush,Rush,https://www.carwale.com/toyota-cars/rush/,carwale
toyota,Toyota,lexus,Lexus,https://www.carwale.com/toyota-cars/lexus/,carwale
toyota,Toyota,commuter,Commuter,https://www.carwale.com/toyota-cars/commuter/,carwale
toyota,Toyota,rav4,Rav4,https://www.carwale.com/toyota-cars/rav4/,carwale
toyota,Toyota,estima,Estima,https://www.carwale.com/toyota-cars/estima/,carwale
toyota,Toyota,tercel,Tercel,https://www.carwale.com/toyota-cars/tercel/,carwale
toyota,Toyota,cressida,Cressida,https://www.carwale.com/toyota-cars/cressida/,carwale
toyota,Toyota,majesta,Majesta,https://www.carwale.com/toyota-cars/majesta/,carwale
toyota,Toyota,corollaceres,Corollaceres,https://www.carwale.com/toyota-cars/corollaceres/,carwale
toyota,Toyota,sera,Sera,https://www.carwale.com/toyota-cars/sera/,carwale
toyota,Toyota,cresta,Cresta,https://www.carwale.com/toyota-cars/cresta/,carwale
toyota,Toyota,celica,Celica,https://www.carwale.com/toyota-cars/celica/,carwale
toyota,Toyota,cynos,Cynos,https://www.carwale.com/toyota-cars/cynos/,carwale
toyota,Toyota,mr2,Mr2,https://www.carwale.com/toyota-cars/mr2/,carwale
toyota,Toyota,crown,Crown,https://www.carwale.com/toyota-cars/crown/,carwale
toyota,Toyota,corona,Corona,https://www.carwale.com/toyota-cars/corona/,carwale
toyota,Toyota,landcruiserprado,Landcruiserprado,https://www.carwale.com/toyota-cars/landcruiserprado/,carwale
toyota,Toyota,yaris,Yaris,https://www.carwale.com/toyota-cars/yaris/,carwale
toyota,Toyota,markii,Markii,https://www.carwale.com/toyota-cars/markii/,carwale
toyota,Toyota,masterace,Masterace,https://www.carwale.com/toyota-cars/masterace/,carwale
vinfast,VinFast,vf-6,Vf 6,https://www.carwale.com/vinfast-cars/vf-6/,carwale
vinfast,VinFast,vf-7,Vf 7,https://www.carwale.com/vinfast-cars/vf-7/,carwale
vinfast,VinFast,vf-mpv-7,Vf Mpv 7,https://www.carwale.com/vinfast-cars/vf-mpv-7/,carwale
vinfast,VinFast,vf-3,Vf 3,https://www.carwale.com/vinfast-cars/vf-3/,carwale
vinfast,VinFast,vf-9,Vf 9,https://www.carwale.com/vinfast-cars/vf-9/,carwale
vinfast,VinFast,vf-e34,Vf E34,https://www.carwale.com/vinfast-cars/vf-e34/,carwale
vinfast,VinFast,vf-8,Vf 8,https://www.carwale.com/vinfast-cars/vf-8/,carwale
volkswagen,Volkswagen,taigun,Taigun,https://www.carwale.com/volkswagen-cars/taigun/,carwale
volkswagen,Volkswagen,virtus,Virtus,https://www.carwale.com/volkswagen-cars/virtus/,carwale
volkswagen,Volkswagen,tiguan-r-line,Tiguan R Line,https://www.carwale.com/volkswagen-cars/tiguan-r-line/,carwale
volkswagen,Volkswagen,tayron-r-line,Tayron R Line,https://www.carwale.com/volkswagen-cars/tayron-r-line/,carwale
volkswagen,Volkswagen,golf-gti,Golf Gti,https://www.carwale.com/volkswagen-cars/golf-gti/,carwale
volkswagen,Volkswagen,tera-suv,Tera Suv,https://www.carwale.com/volkswagen-cars/tera-suv/,carwale
volkswagen,Volkswagen,id4,Id4,https://www.carwale.com/volkswagen-cars/id4/,carwale
volkswagen,Volkswagen,tiguan,Tiguan,https://www.carwale.com/volkswagen-cars/tiguan/,carwale
volkswagen,Volkswagen,vento,Vento,https://www.carwale.com/volkswagen-cars/vento/,carwale
volkswagen,Volkswagen,passat,Passat,https://www.carwale.com/volkswagen-cars/passat/,carwale
volkswagen,Volkswagen,polo,Polo,https://www.carwale.com/volkswagen-cars/polo/,carwale
volkswagen,Volkswagen,t-roc,T Roc,https://www.carwale.com/volkswagen-cars/t-roc/,carwale
volkswagen,Volkswagen,tiguan-allspace,Tiguan Allspace,https://www.carwale.com/volkswagen-cars/tiguan-allspace/,carwale
volkswagen,Volkswagen,transporter,Transporter,https://www.carwale.com/volkswagen-cars/transporter/,carwale
volkswagen,Volkswagen,7hm-h13,7Hm H13,https://www.carwale.com/volkswagen-cars/7hm-h13/,carwale
volkswagen,Volkswagen,touareg,Touareg,https://www.carwale.com/volkswagen-cars/touareg/,carwale
volkswagen,Volkswagen,1600,1600,https://www.carwale.com/volkswagen-cars/1600/,carwale
volkswagen,Volkswagen,caravelle,Caravelle,https://www.carwale.com/volkswagen-cars/caravelle/,carwale
volkswagen,Volkswagen,beetle,Beetle,https://www.carwale.com/volkswagen-cars/beetle/,carwale
volkswagen,Volkswagen,phaeton,Phaeton,https://www.carwale.com/volkswagen-cars/phaeton/,carwale
volkswagen,Volkswagen,jetta,Jetta,https://www.carwale.com/volkswagen-cars/jetta/,carwale
volkswagen,Volkswagen,ameo,Ameo,https://www.carwale.com/volkswagen-cars/ameo/,carwale
volkswagen,Volkswagen,gti,Gti,https://www.carwale.com/volkswagen-cars/gti/,carwale
volvo,Volvo,ex30,Ex30,https://www.carwale.com/volvo-cars/ex30/,carwale
volvo,Volvo,xc90,Xc90,https://www.carwale.com/volvo-cars/xc90/,carwale
volvo,Volvo,xc60,Xc60,https://www.carwale.com/volvo-cars/xc60/,carwale
volvo,Volvo,ec40,Ec40,https://www.carwale.com/volvo-cars/ec40/,carwale
volvo,Volvo,ex90,Ex90,https://www.carwale.com/volvo-cars/ex90/,carwale
volvo,Volvo,s90,S90,https://www.carwale.com/volvo-cars/s90/,carwale
volvo,Volvo,ex40,Ex40,https://www.carwale.com/volvo-cars/ex40/,carwale
volvo,Volvo,v90-cross-country,V90 Cross Country,https://www.carwale.com/volvo-cars/v90-cross-country/,carwale
volvo,Volvo,xc40,Xc40,https://www.carwale.com/volvo-cars/xc40/,carwale
volvo,Volvo,s40,S40,https://www.carwale.com/volvo-cars/s40/,carwale
volvo,Volvo,s60,S60,https://www.carwale.com/volvo-cars/s60/,carwale
volvo,Volvo,v70,V70,https://www.carwale.com/volvo-cars/v70/,carwale
