brand_name,model_name,variant_name,variant_slug,variant_url,price,fuel_type,transmission,engine,mileage,power,torque,seating_capacity,airbags,body_type,source_url,scraped_at
Maruti Suzuki,Celerio X,VXi AMT,vxi-amt,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt/,2026-06-19 10:58:18
Maruti Suzuki,Celerio X,VXi (O) [2019-2020],vxi-o-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-2019-2020/,Rs. 5.71 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-2019-2020/,2026-06-19 10:58:19
Maruti Suzuki,Celerio X,Vxi,vxi,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi/,2026-06-19 10:58:20
Maruti Suzuki,Celerio X,VXi AMT [2019-2020],vxi-amt-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt-2019-2020/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt-2019-2020/,2026-06-19 10:58:20
Maruti Suzuki,Celerio X,VXi [2019-2020],vxi-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-2019-2020/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-2019-2020/,2026-06-19 10:58:21
Maruti Suzuki,Celerio X,Vxi (O) AMT [2017-2019],vxi-o-amt-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-amt-2017-2019/,Rs. 5.71 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-amt-2017-2019/,2026-06-19 10:58:22
Maruti Suzuki,Celerio X,Vxi (O) [2017-2019],vxi-o-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-2017-2019/,Rs. 5.71 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-o-2017-2019/,2026-06-19 10:58:23
Maruti Suzuki,Celerio X,Vxi AMT [2017-2019],vxi-amt-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt-2017-2019/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-amt-2017-2019/,2026-06-19 10:58:24
Maruti Suzuki,Celerio X,Vxi [2017-2019],vxi-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-2017-2019/,Rs. 5.64 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/vxi-2017-2019/,2026-06-19 10:58:24
Maruti Suzuki,Celerio X,ZXi (O) AMT,zxi-o-amt,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt/,Rs. 6.52 Lakh,Petrol,Automatic,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt/,2026-06-19 10:58:25
Maruti Suzuki,Celerio X,ZXi (Opt),zxi-opt,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt/,Rs. 6.38 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt/,2026-06-19 10:58:26
Maruti Suzuki,Celerio X,ZXi (O) AMT [2019-2020],zxi-o-amt-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt-2019-2020/,Rs. 6.52 Lakh,Petrol,Automatic,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt-2019-2020/,2026-06-19 10:58:27
Maruti Suzuki,Celerio X,ZXi (Opt) [2019-2020],zxi-opt-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt-2019-2020/,Rs. 6.38 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt-2019-2020/,2026-06-19 10:58:28
Maruti Suzuki,Celerio X,ZXi AMT [2019-2020],zxi-amt-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt-2019-2020/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt-2019-2020/,2026-06-19 10:58:29
Maruti Suzuki,Celerio X,ZXi AMT,zxi-amt,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt/,2026-06-19 10:58:29
Maruti Suzuki,Celerio X,ZXi [2019-2020],zxi-2019-2020,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-2019-2020/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-2019-2020/,2026-06-19 10:58:30
Maruti Suzuki,Celerio X,Zxi,zxi,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi/,2026-06-19 10:58:31
Maruti Suzuki,Celerio X,Zxi (O) AMT [2017-2019],zxi-o-amt-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt-2017-2019/,Rs. 6.52 Lakh,Petrol,Automatic,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-o-amt-2017-2019/,2026-06-19 10:58:32
Maruti Suzuki,Celerio X,Zxi (Opt) [2017-2019],zxi-opt-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt-2017-2019/,Rs. 6.38 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,2,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-opt-2017-2019/,2026-06-19 10:58:33
Maruti Suzuki,Celerio X,Zxi AMT [2017-2019],zxi-amt-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt-2017-2019/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-amt-2017-2019/,2026-06-19 10:58:34
Maserati,Ghibli,GT Hybrid,gt-hybrid,https://www.carwale.com/maserati-cars/ghibli/gt-hybrid/,Rs. 1.17 Crore,Hybrid,Automatic,1998 cc,,330 bhp,450 Nm,5,7,Sedan,https://www.carwale.com/maserati-cars/ghibli/gt-hybrid/,2026-06-19 10:58:34
Maruti Suzuki,Celerio X,Zxi [2017-2019],zxi-2017-2019,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-2017-2019/,Rs. 5.92 Lakh,Petrol,Manual,998 cc,,67 bhp,90 Nm,5,1,Hatchback,https://www.carwale.com/maruti-suzuki-cars/celerio-x/zxi-2017-2019/,2026-06-19 10:58:35
Maserati,Ghibli,Modena S,modena-s,https://www.carwale.com/maserati-cars/ghibli/modena-s/,Rs. 1.47 Crore,Petrol,Automatic,2979 cc,,430 bhp,580 Nm,5,7,Sedan,https://www.carwale.com/maserati-cars/ghibli/modena-s/,2026-06-19 10:58:36
Maserati,Ghibli,Trofeo,trofeo,https://www.carwale.com/maserati-cars/ghibli/trofeo/,Rs. 1.88 Crore,Petrol,Automatic,3799 cc,,581 bhp,730 Nm,5,7,Sedan,https://www.carwale.com/maserati-cars/ghibli/trofeo/,2026-06-19 10:58:36
Maserati,Mc20,Cielo,cielo,https://www.carwale.com/maserati-cars/mc20/cielo/,Rs. 5.02 Crore,Petrol,Automatic,3000 cc,8.75 kmpl,621 bhp,730 Nm,2,4,,https://www.carwale.com/maserati-cars/mc20/cielo/,2026-06-19 10:58:37
Maserati,Mc20,Coupe,coupe,https://www.carwale.com/maserati-cars/mc20/coupe/,Rs. 3.45 Crore,Petrol,Automatic,3000 cc,8.9 kmpl,621 bhp,730 Nm,2,4,,https://www.carwale.com/maserati-cars/mc20/coupe/,2026-06-19 10:58:39
Maserati,Levante,GT Hybrid,gt-hybrid,https://www.carwale.com/maserati-cars/levante/gt-hybrid/,Rs. 1.37 Crore,Petrol,Automatic,2979 cc,,349 bhp,500 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/levante/gt-hybrid/,2026-06-19 10:58:40
Maserati,Levante,Modena,modena,https://www.carwale.com/maserati-cars/levante/modena/,Rs. 1.56 Crore,Petrol,Automatic,2979 cc,,349 bhp,500 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/levante/modena/,2026-06-19 10:58:40
Maserati,Levante,Modena S,modena-s,https://www.carwale.com/maserati-cars/levante/modena-s/,Rs. 2.25 Crore,Petrol,Automatic,2979 cc,,349 bhp,500 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/levante/modena-s/,2026-06-19 10:58:41
Maserati,Levante,Trofeo,trofeo,https://www.carwale.com/maserati-cars/levante/trofeo/,Rs. 1.69 Crore,Petrol,Automatic,2979 cc,,430 bhp,580 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/levante/trofeo/,2026-06-19 10:58:41
Maserati,Mcpura,Coupe,coupe,https://www.carwale.com/maserati-cars/mcpura/coupe/,Rs. 5.12 Crore,Petrol,Automatic,3000 cc,,621 bhp,720 Nm,2,,,https://www.carwale.com/maserati-cars/mcpura/coupe/,2026-06-19 10:58:42
Maserati,Granturismo,Modena,modena,https://www.carwale.com/maserati-cars/granturismo/modena/,Rs. 2.57 Crore,Petrol,Automatic,2992 cc,,483 bhp,600 Nm,5,6,Coupe,https://www.carwale.com/maserati-cars/granturismo/modena/,2026-06-19 10:58:44
Maserati,Granturismo,Trofeo,trofeo,https://www.carwale.com/maserati-cars/granturismo/trofeo/,Rs. 2.74 Crore,Petrol,Automatic,2992 cc,,542 bhp,650 Nm,5,6,Coupe,https://www.carwale.com/maserati-cars/granturismo/trofeo/,2026-06-19 10:58:44
Maserati,Grecale,Modena,modena,https://www.carwale.com/maserati-cars/grecale/modena/,Rs. 1.45 Crore,Petrol,Automatic,1995 cc,,325 bhp,450 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/grecale/modena/,2026-06-19 10:58:45
Maserati,Grecale,GT,gt,https://www.carwale.com/maserati-cars/grecale/gt/,Rs. 1.24 Crore,Petrol,Automatic,1995 cc,,296 bhp,450 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/grecale/gt/,2026-06-19 10:58:45
Maserati,Quattroporte,GT,gt,https://www.carwale.com/maserati-cars/quattroporte/gt/,Rs. 1.70 Crore,Petrol,Automatic,2979 cc,,345 bhp,500 Nm,5,6,Sedan,https://www.carwale.com/maserati-cars/quattroporte/gt/,2026-06-19 10:58:46
Maserati,Grecale,Trofeo,trofeo,https://www.carwale.com/maserati-cars/grecale/trofeo/,Rs. 1.94 Crore,Petrol,Automatic,3000 cc,,523 bhp,620 Nm,5,6,SUV,https://www.carwale.com/maserati-cars/grecale/trofeo/,2026-06-19 10:58:48
Maserati,Quattroporte,Modena,modena,https://www.carwale.com/maserati-cars/quattroporte/modena/,Rs. 1.84 Crore,Petrol,Automatic,2979 cc,,424 bhp,575 Nm,5,6,Sedan,https://www.carwale.com/maserati-cars/quattroporte/modena/,2026-06-19 10:58:48
Maserati,Grancabrio,4.7 V8,4-7-v8,https://www.carwale.com/maserati-cars/grancabrio/47-v8/,Rs. 2.68 Crore,Petrol,Automatic,4691 cc,,450 bhp,510 Nm,4,6,Convertible,https://www.carwale.com/maserati-cars/grancabrio/47-v8/,2026-06-19 10:58:49
Maserati,Quattroporte,Trofeo,trofeo,https://www.carwale.com/maserati-cars/quattroporte/trofeo/,Rs. 2.19 Crore,Petrol,Automatic,3799 cc,,572 bhp,729 Nm,5,6,Sedan,https://www.carwale.com/maserati-cars/quattroporte/trofeo/,2026-06-19 10:58:50
Maserati,Grancabrio,4.7 V8 [2015-2020],4-7-v8-2015-2020,https://www.carwale.com/maserati-cars/grancabrio/47-v8-2015-2020/,Rs. 2.68 Crore,Petrol,Automatic,4691 cc,,450 bhp,510 Nm,4,6,Convertible,https://www.carwale.com/maserati-cars/grancabrio/47-v8-2015-2020/,2026-06-19 10:58:50
McLaren,750S,Coupe,coupe,https://www.carwale.com/mclaren-cars/750s/coupe/,Rs. 5.59 Crore,Petrol,Automatic,3994 cc,10.5 kmpl,740 bhp,800 Nm,2,4,Coupe,https://www.carwale.com/mclaren-cars/750s/coupe/,2026-06-19 10:58:52
McLaren,750S,Spider,spider,https://www.carwale.com/mclaren-cars/750s/spider/,Rs. 5.59 Crore,Petrol,Automatic,3994 cc,,740 bhp,800 Nm,2,4,Coupe,https://www.carwale.com/mclaren-cars/750s/spider/,2026-06-19 10:58:52
McLaren,Gt,Coupe,coupe,https://www.carwale.com/mclaren-cars/gt/coupe/,Rs. 3.52 Crore,Petrol,Automatic,3994 cc,7.0 kmpl,612 bhp,630 Nm,2,4,Coupe,https://www.carwale.com/mclaren-cars/gt/coupe/,2026-06-19 10:58:53
McLaren,720S,Coupe,coupe,https://www.carwale.com/mclaren-cars/720s/coupe/,Rs. 4.40 Crore,Petrol,Automatic,3994 cc,9.35 kmpl,711 bhp,770 Nm,2,4,,https://www.carwale.com/mclaren-cars/720s/coupe/,2026-06-19 10:58:54
McLaren,570S,Spider,spider,https://www.carwale.com/mclaren-cars/570s/spider/,Rs. 3.72 Crore,Petrol,Automatic,3994 cc,,740 bhp,,2,,,https://www.carwale.com/mclaren-cars/570s/spider/,2026-06-19 10:58:54
McLaren,720S,Spider,spider,https://www.carwale.com/mclaren-cars/720s/spider/,Rs. 4.77 Crore,Petrol,Automatic,3994 cc,7.55 kmpl,711 bhp,770 Nm,2,4,,https://www.carwale.com/mclaren-cars/720s/spider/,2026-06-19 10:58:55
McLaren,Artura,Coupe,coupe,https://www.carwale.com/mclaren-cars/artura/coupe/,Rs. 21.85 Lakh,Petrol,Automatic,3994 cc,,740 bhp,,2,,,https://www.carwale.com/mclaren-cars/artura/coupe/,2026-06-19 10:58:56
Mercedes-Benz,C Class,C 200 Mild Hybrid(Electric + Petrol) 1.5L Turbo Automatic,c-200-mild-hybrid-electric-petrol-1-5l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/c-class/c-200-mild-hybridelectric-plus-petrol-15l-turbo-automatic/,Rs. 59.90 Lakh,Electric,Automatic,1496 cc,,201 bhp,300 Nm,5,7,Sedan,https://www.carwale.com/mercedes-benz-cars/c-class/c-200-mild-hybridelectric-plus-petrol-15l-turbo-automatic/,2026-06-19 10:58:57
Mercedes-Benz,G580 With Eq Technology,580 Edition One,580-edition-one,https://www.carwale.com/mercedes-benz-cars/g580-with-eq-technology/580-edition-one/,Rs. 3.10 Crore,Electric,Automatic,116 kWh Battery,,587 bhp,1164 Nm,5,8,,https://www.carwale.com/mercedes-benz-cars/g580-with-eq-technology/580-edition-one/,2026-06-19 10:58:58
Mercedes-Benz,C Class,C 200 Mild Hybrid(Electric + Petrol) 1.5L Turbo Automatic Celebration Edition,c-200-mild-hybrid-electric-petrol-1-5l-turbo-automatic-celebration-edition,https://www.carwale.com/mercedes-benz-cars/c-class/c-200-mild-hybridelectric-plus-petrol-15l-turbo-automatic-celebration-edition/,Rs. 62.40 Lakh,Electric,Automatic,1496 cc,,201 bhp,300 Nm,5,7,Sedan,https://www.carwale.com/mercedes-benz-cars/c-class/c-200-mild-hybridelectric-plus-petrol-15l-turbo-automatic-celebration-edition/,2026-06-19 10:58:58
Mercedes-Benz,C Class,C 220d Mild Hybrid (Electric + Diesel) 2.0L Turbo Automatic,c-220d-mild-hybrid-electric-diesel-2-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/c-class/c-220d-mild-hybrid-electric-plus-diesel-20l-turbo-automatic/,Rs. 59.90 Lakh,Electric,Automatic,1993 cc,,197 bhp,440 Nm,5,7,Sedan,https://www.carwale.com/mercedes-benz-cars/c-class/c-220d-mild-hybrid-electric-plus-diesel-20l-turbo-automatic/,2026-06-19 10:58:59
Mercedes-Benz,C Class,C 300 Mild Hybrid(Electric + Petrol) 2.0L Turbo Automatic,c-300-mild-hybrid-electric-petrol-2-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/c-class/c-300-mild-hybridelectric-plus-petrol-20l-turbo-automatic/,Rs. 65.60 Lakh,Electric,Automatic,1999 cc,,255 bhp,400 Nm,5,7,Sedan,https://www.carwale.com/mercedes-benz-cars/c-class/c-300-mild-hybridelectric-plus-petrol-20l-turbo-automatic/,2026-06-19 10:59:00
Mercedes-Benz,Cla Ev,250 Plus 85.5 kWh,250-plus-85-5-kwh,https://www.carwale.com/mercedes-benz-cars/cla-ev/250-plus-855-kwh/,Rs. 59.00 Lakh,Electric,Automatic,85.5 kWh Battery,,268 bhp,335 Nm,5,7,,https://www.carwale.com/mercedes-benz-cars/cla-ev/250-plus-855-kwh/,2026-06-19 10:59:01
Mercedes-Benz,Cla Ev,200 58.0 kWh,200-58-0-kwh,https://www.carwale.com/mercedes-benz-cars/cla-ev/200-580-kwh/,Rs. 55.00 Lakh,Electric,Automatic,58 kWh Battery,,221 bhp,335 Nm,5,7,,https://www.carwale.com/mercedes-benz-cars/cla-ev/200-580-kwh/,2026-06-19 10:59:02
Mercedes-Benz,Cla Ev,250 Plus 85.5 kWh Launch Edition,250-plus-85-5-kwh-launch-edition,https://www.carwale.com/mercedes-benz-cars/cla-ev/250-plus-855-kwh-launch-edition/,Rs. 64.00 Lakh,Electric,Automatic,85.5 kWh Battery,,268 bhp,335 Nm,5,7,,https://www.carwale.com/mercedes-benz-cars/cla-ev/250-plus-855-kwh-launch-edition/,2026-06-19 10:59:02
Mercedes-Benz,G Class,AMG G 63 Grand Edition,amg-g-63-grand-edition,https://www.carwale.com/mercedes-benz-cars/g-class/amg-g-63-grand-edition/,Rs. 4.00 Crore,Petrol,Automatic,3982 cc,8.0 kmpl,577 bhp,850 Nm,5,9,SUV,https://www.carwale.com/mercedes-benz-cars/g-class/amg-g-63-grand-edition/,2026-06-19 10:59:03
Mercedes-Benz,G Class,G 450d AMG Line,g-450d-amg-line,https://www.carwale.com/mercedes-benz-cars/g-class/g-450d-amg-line/,Rs. 2.90 Crore,Diesel,Automatic,2989 cc,,362 bhp,750 Nm,5,9,SUV,https://www.carwale.com/mercedes-benz-cars/g-class/g-450d-amg-line/,2026-06-19 10:59:04
Mercedes-Benz,Gls,450 4MATIC Petrol 3.0L Turbo Automatic,450-4matic-petrol-3-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic/,Rs. 1.28 Crore,Petrol,Automatic,2999 cc,,375 bhp,500 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic/,2026-06-19 10:59:05
Mercedes-Benz,Gls,450 4MATIC Petrol 3.0L Turbo Automatic AMG Line,450-4matic-petrol-3-0l-turbo-automatic-amg-line,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic-amg-line/,Rs. 1.40 Crore,Petrol,Automatic,2999 cc,,375 bhp,500 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic-amg-line/,2026-06-19 10:59:06
Mercedes-Benz,Gls,450 4MATIC Petrol 3.0L Turbo Automatic Night Edition,450-4matic-petrol-3-0l-turbo-automatic-night-edition,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic-night-edition/,Rs. 1.41 Crore,Petrol,Automatic,2999 cc,,375 bhp,500 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450-4matic-petrol-30l-turbo-automatic-night-edition/,2026-06-19 10:59:06
Mercedes-Benz,Gls,450d 4MATIC Diesel 3.0L Turbo Automatic,450d-4matic-diesel-3-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic/,Rs. 1.34 Crore,Diesel,Automatic,2989 cc,11.0 kmpl,362 bhp,750 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic/,2026-06-19 10:59:07
Mercedes-Benz,Gls,450d 4MATIC Diesel 3.0L Turbo Automatic AMG Line,450d-4matic-diesel-3-0l-turbo-automatic-amg-line,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic-amg-line/,Rs. 1.38 Crore,Diesel,Automatic,2989 cc,,362 bhp,750 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic-amg-line/,2026-06-19 10:59:08
Mercedes-Benz,Gls,450d 4MATIC Diesel 3.0L Turbo Automatic Night Edition,450d-4matic-diesel-3-0l-turbo-automatic-night-edition,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic-night-edition/,Rs. 1.43 Crore,Diesel,Automatic,2989 cc,11.0 kmpl,362 bhp,750 Nm,7,9,SUV,https://www.carwale.com/mercedes-benz-cars/gls/450d-4matic-diesel-30l-turbo-automatic-night-edition/,2026-06-19 10:59:09
Mercedes-Benz,Gla,200,200,https://www.carwale.com/mercedes-benz-cars/gla/200/,Rs. 51.80 Lakh,Petrol,Automatic,1332 cc,15.0 kmpl,161 bhp,270 Nm,5,7,SUV,https://www.carwale.com/mercedes-benz-cars/gla/200/,2026-06-19 10:59:10
Mercedes-Benz,Gla,220d 4MATIC,220d-4matic,https://www.carwale.com/mercedes-benz-cars/gla/220d-4matic/,Rs. 53.00 Lakh,Diesel,Automatic,1950 cc,,188 bhp,400 Nm,5,7,SUV,https://www.carwale.com/mercedes-benz-cars/gla/220d-4matic/,2026-06-19 10:59:10
Mercedes-Benz,E Class,450 4MATIC LWB AWD Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,450-4matic-lwb-awd-mild-hybrid-electric-petrol-3-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/e-class/450-4matic-lwb-awd-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,Rs. 93.50 Lakh,Electric,Automatic,2999 cc,,375 bhp,500 Nm,5,8,Sedan,https://www.carwale.com/mercedes-benz-cars/e-class/450-4matic-lwb-awd-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,2026-06-19 10:59:11
Mercedes-Benz,E Class,E200 LWB 2WD Petrol 2.0L Turbo Automatic Celebration Edition,e200-lwb-2wd-petrol-2-0l-turbo-automatic-celebration-edition,https://www.carwale.com/mercedes-benz-cars/e-class/e200-lwb-2wd-petrol-20l-turbo-automatic-celebration-edition/,Rs. 82.70 Lakh,Electric,Automatic,1999 cc,,201 bhp,320 Nm,5,8,Sedan,https://www.carwale.com/mercedes-benz-cars/e-class/e200-lwb-2wd-petrol-20l-turbo-automatic-celebration-edition/,2026-06-19 10:59:12
Mercedes-Benz,E Class,E200 LWB 2WD Mild Hybrid(Electric + Petrol) 2.0L Turbo Automatic,e200-lwb-2wd-mild-hybrid-electric-petrol-2-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/e-class/e200-lwb-2wd-mild-hybridelectric-plus-petrol-20l-turbo-automatic/,Rs. 80.00 Lakh,Electric,Automatic,1999 cc,,201 bhp,320 Nm,5,8,Sedan,https://www.carwale.com/mercedes-benz-cars/e-class/e200-lwb-2wd-mild-hybridelectric-plus-petrol-20l-turbo-automatic/,2026-06-19 10:59:12
Mercedes-Benz,Gla,220d AMG Line 4MATIC,220d-amg-line-4matic,https://www.carwale.com/mercedes-benz-cars/gla/220d-amg-line-4matic/,Rs. 55.00 Lakh,Diesel,Automatic,1950 cc,,188 bhp,400 Nm,5,7,SUV,https://www.carwale.com/mercedes-benz-cars/gla/220d-amg-line-4matic/,2026-06-19 10:59:14
Mercedes-Benz,E Class,E220d LWB 2WD Mild Hybrid (Electric + Diesel) 2.0L Turbo Automatic,e220d-lwb-2wd-mild-hybrid-electric-diesel-2-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/e-class/e220d-lwb-2wd-mild-hybrid-electric-plus-diesel-20l-turbo-automatic/,Rs. 82.00 Lakh,Electric,Automatic,1993 cc,,194 bhp,440 Nm,5,8,Sedan,https://www.carwale.com/mercedes-benz-cars/e-class/e220d-lwb-2wd-mild-hybrid-electric-plus-diesel-20l-turbo-automatic/,2026-06-19 10:59:14
Mercedes-Benz,E Class,E200 [2024-2025],e200-2024-2025,https://www.carwale.com/mercedes-benz-cars/e-class/e200-2024-2025/,Rs. 81.50 Lakh,Petrol,Automatic,1999 cc,,201 bhp,320 Nm,5,8,Sedan,https://www.carwale.com/mercedes-benz-cars/e-class/e200-2024-2025/,2026-06-19 10:59:15
Mercedes-Benz,Glc,220d 4MATIC,220d-4matic,https://www.carwale.com/mercedes-benz-cars/glc/220d-4matic/,Rs. 77.00 Lakh,Diesel,Automatic,1993 cc,10.5 kmpl,194 bhp,440 Nm,5,9,SUV,https://www.carwale.com/mercedes-benz-cars/glc/220d-4matic/,2026-06-19 10:59:16
Mercedes-Benz,Glc,300 4MATIC,300-4matic,https://www.carwale.com/mercedes-benz-cars/glc/300-4matic/,Rs. 77.00 Lakh,Petrol,Automatic,1999 cc,,255 bhp,400 Nm,5,9,SUV,https://www.carwale.com/mercedes-benz-cars/glc/300-4matic/,2026-06-19 10:59:16
Mercedes-Benz,Gle,300d 4MATIC LWB Mild Hybrid (Electric + Diesel) 2.0L Turbo Automatic Night Edition,300d-4matic-lwb-mild-hybrid-electric-diesel-2-0l-turbo-automatic-night-edition,https://www.carwale.com/mercedes-benz-cars/gle/300d-4matic-lwb-mild-hybrid-electric-plus-diesel-20l-turbo-automatic-night-edition/,Rs. 1.05 Crore,Electric,Automatic,1993 cc,,265 bhp,550 Nm,5,7,SUV,https://www.carwale.com/mercedes-benz-cars/gle/300d-4matic-lwb-mild-hybrid-electric-plus-diesel-20l-turbo-automatic-night-edition/,2026-06-19 10:59:18
Mercedes-Benz,Gle,450 4MATIC LWB Mild Hybrid(Electric + Petrol) 3.0L Turbo Automatic,450-4matic-lwb-mild-hybrid-electric-petrol-3-0l-turbo-automatic,https://www.carwale.com/mercedes-benz-cars/gle/450-4matic-lwb-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,Rs. 1.11 Crore,Electric,Automatic,2999 cc,,375 bhp,500 Nm,5,9,SUV,https://www.carwale.com/mercedes-benz-cars/gle/450-4matic-lwb-mild-hybridelectric-plus-petrol-30l-turbo-automatic/,2026-06-19 10:59:18
